Namespace(aux=False, aux_weight=0.5, backbone='resnet50', base_size=768, batch_size=16, checkname='psp_resnet50_mhp', clip_grad=0, crop_size=768, ctx=[gpu(0), gpu(1), gpu(2), gpu(3), gpu(4), gpu(5), gpu(6), gpu(7)], dataset='mhp', dtype='float32', epochs=30, eval=False, kvstore='device', log_interval=1, logging_file='train.log', lr=0.0005, mode=None, model='psp', model_zoo=None, momentum=0.9, ngpus=8, no_cuda=False, no_val=False, no_wd=False, norm_kwargs={'num_devices': 8}, norm_layer=<class 'mxnet.gluon.contrib.nn.basic_layers.SyncBatchNorm'>, resume=None, save_dir='runs/mhp/psp/resnet50/', start_epoch=0, syncbn=True, test_batch_size=16, train_split='train', weight_decay=0.0001, workers=48)
Starting Epoch: 0
Total Epochs: 30
Epoch 0 iteration 0001/0187: training loss 1.007; learning rate 0.000500
Epoch 0 iteration 0018/0187: training loss 0.860; learning rate 0.000498
Epoch 0 iteration 0019/0187: training loss 0.863; learning rate 0.000498
Epoch 0 iteration 0020/0187: training loss 0.845; learning rate 0.000498
Epoch 0 iteration 0021/0187: training loss 0.844; learning rate 0.000498
Epoch 0 iteration 0022/0187: training loss 0.839; learning rate 0.000498
Epoch 0 iteration 0023/0187: training loss 0.836; learning rate 0.000498
Epoch 0 iteration 0024/0187: training loss 0.829; learning rate 0.000498
Epoch 0 iteration 0025/0187: training loss 0.822; learning rate 0.000498
Epoch 0 iteration 0026/0187: training loss 0.825; learning rate 0.000498
Epoch 0 iteration 0027/0187: training loss 0.824; learning rate 0.000498
Epoch 0 iteration 0028/0187: training loss 0.820; learning rate 0.000498
Epoch 0 iteration 0029/0187: training loss 0.810; learning rate 0.000498
Epoch 0 iteration 0030/0187: training loss 0.803; learning rate 0.000498
Epoch 0 iteration 0031/0187: training loss 0.803; learning rate 0.000497
Epoch 0 iteration 0032/0187: training loss 0.800; learning rate 0.000497
Epoch 0 iteration 0033/0187: training loss 0.804; learning rate 0.000497
Epoch 0 iteration 0034/0187: training loss 0.799; learning rate 0.000497
Epoch 0 iteration 0035/0187: training loss 0.798; learning rate 0.000497
Epoch 0 iteration 0036/0187: training loss 0.795; learning rate 0.000497
Epoch 0 iteration 0037/0187: training loss 0.791; learning rate 0.000497
Epoch 0 iteration 0038/0187: training loss 0.791; learning rate 0.000497
Epoch 0 iteration 0039/0187: training loss 0.784; learning rate 0.000497
Epoch 0 iteration 0040/0187: training loss 0.779; learning rate 0.000497
Epoch 0 iteration 0041/0187: training loss 0.780; learning rate 0.000497
Epoch 0 iteration 0042/0187: training loss 0.770; learning rate 0.000497
Epoch 0 iteration 0043/0187: training loss 0.766; learning rate 0.000496
Epoch 0 iteration 0044/0187: training loss 0.759; learning rate 0.000496
Epoch 0 iteration 0045/0187: training loss 0.753; learning rate 0.000496
Epoch 0 iteration 0046/0187: training loss 0.753; learning rate 0.000496
Epoch 0 iteration 0047/0187: training loss 0.753; learning rate 0.000496
Epoch 0 iteration 0048/0187: training loss 0.747; learning rate 0.000496
Epoch 0 iteration 0049/0187: training loss 0.744; learning rate 0.000496
Epoch 0 iteration 0050/0187: training loss 0.743; learning rate 0.000496
Epoch 0 iteration 0051/0187: training loss 0.741; learning rate 0.000496
Epoch 0 iteration 0052/0187: training loss 0.736; learning rate 0.000496
Epoch 0 iteration 0053/0187: training loss 0.734; learning rate 0.000496
Epoch 0 iteration 0054/0187: training loss 0.731; learning rate 0.000496
Epoch 0 iteration 0055/0187: training loss 0.726; learning rate 0.000496
Epoch 0 iteration 0056/0187: training loss 0.722; learning rate 0.000495
Epoch 0 iteration 0057/0187: training loss 0.719; learning rate 0.000495
Epoch 0 iteration 0058/0187: training loss 0.713; learning rate 0.000495
Epoch 0 iteration 0059/0187: training loss 0.713; learning rate 0.000495
Epoch 0 iteration 0060/0187: training loss 0.711; learning rate 0.000495
Epoch 0 iteration 0061/0187: training loss 0.709; learning rate 0.000495
Epoch 0 iteration 0062/0187: training loss 0.705; learning rate 0.000495
Epoch 0 iteration 0063/0187: training loss 0.703; learning rate 0.000495
Epoch 0 iteration 0064/0187: training loss 0.703; learning rate 0.000495
Epoch 0 iteration 0065/0187: training loss 0.699; learning rate 0.000495
Epoch 0 iteration 0066/0187: training loss 0.695; learning rate 0.000495
Epoch 0 iteration 0067/0187: training loss 0.692; learning rate 0.000495
Epoch 0 iteration 0068/0187: training loss 0.689; learning rate 0.000494
Epoch 0 iteration 0069/0187: training loss 0.686; learning rate 0.000494
Epoch 0 iteration 0070/0187: training loss 0.682; learning rate 0.000494
Epoch 0 iteration 0071/0187: training loss 0.679; learning rate 0.000494
Epoch 0 iteration 0072/0187: training loss 0.678; learning rate 0.000494
Epoch 0 iteration 0073/0187: training loss 0.677; learning rate 0.000494
Epoch 0 iteration 0074/0187: training loss 0.675; learning rate 0.000494
Epoch 0 iteration 0075/0187: training loss 0.674; learning rate 0.000494
Epoch 0 iteration 0076/0187: training loss 0.673; learning rate 0.000494
Epoch 0 iteration 0077/0187: training loss 0.670; learning rate 0.000494
Epoch 0 iteration 0078/0187: training loss 0.668; learning rate 0.000494
Epoch 0 iteration 0079/0187: training loss 0.665; learning rate 0.000494
Epoch 0 iteration 0080/0187: training loss 0.664; learning rate 0.000493
Epoch 0 iteration 0081/0187: training loss 0.662; learning rate 0.000493
Epoch 0 iteration 0082/0187: training loss 0.659; learning rate 0.000493
Epoch 0 iteration 0083/0187: training loss 0.657; learning rate 0.000493
Epoch 0 iteration 0084/0187: training loss 0.655; learning rate 0.000493
Epoch 0 iteration 0085/0187: training loss 0.653; learning rate 0.000493
Epoch 0 iteration 0086/0187: training loss 0.652; learning rate 0.000493
Epoch 0 iteration 0087/0187: training loss 0.650; learning rate 0.000493
Epoch 0 iteration 0088/0187: training loss 0.648; learning rate 0.000493
Epoch 0 iteration 0089/0187: training loss 0.645; learning rate 0.000493
Epoch 0 iteration 0090/0187: training loss 0.644; learning rate 0.000493
Epoch 0 iteration 0091/0188: training loss 0.642; learning rate 0.000493
Epoch 0 iteration 0092/0188: training loss 0.640; learning rate 0.000493
Epoch 0 iteration 0093/0188: training loss 0.638; learning rate 0.000492
Epoch 0 iteration 0094/0188: training loss 0.638; learning rate 0.000492
Epoch 0 iteration 0095/0188: training loss 0.636; learning rate 0.000492
Epoch 0 iteration 0096/0188: training loss 0.635; learning rate 0.000492
Epoch 0 iteration 0097/0188: training loss 0.633; learning rate 0.000492
Epoch 0 iteration 0098/0188: training loss 0.631; learning rate 0.000492
Epoch 0 iteration 0099/0188: training loss 0.630; learning rate 0.000492
Epoch 0 iteration 0100/0188: training loss 0.629; learning rate 0.000492
Epoch 0 iteration 0101/0188: training loss 0.628; learning rate 0.000492
Epoch 0 iteration 0102/0188: training loss 0.625; learning rate 0.000492
Epoch 0 iteration 0103/0188: training loss 0.624; learning rate 0.000492
Epoch 0 iteration 0104/0188: training loss 0.621; learning rate 0.000492
Epoch 0 iteration 0105/0188: training loss 0.619; learning rate 0.000491
Epoch 0 iteration 0106/0188: training loss 0.618; learning rate 0.000491
Epoch 0 iteration 0107/0188: training loss 0.616; learning rate 0.000491
Epoch 0 iteration 0108/0188: training loss 0.614; learning rate 0.000491
Epoch 0 iteration 0109/0188: training loss 0.614; learning rate 0.000491
Epoch 0 iteration 0110/0188: training loss 0.613; learning rate 0.000491
Epoch 0 iteration 0111/0188: training loss 0.611; learning rate 0.000491
Epoch 0 iteration 0112/0188: training loss 0.610; learning rate 0.000491
Epoch 0 iteration 0113/0188: training loss 0.609; learning rate 0.000491
Epoch 0 iteration 0114/0188: training loss 0.607; learning rate 0.000491
Epoch 0 iteration 0115/0188: training loss 0.605; learning rate 0.000491
Epoch 0 iteration 0116/0188: training loss 0.604; learning rate 0.000491
Epoch 0 iteration 0117/0188: training loss 0.604; learning rate 0.000491
Epoch 0 iteration 0118/0188: training loss 0.602; learning rate 0.000490
Epoch 0 iteration 0119/0188: training loss 0.601; learning rate 0.000490
Epoch 0 iteration 0120/0188: training loss 0.601; learning rate 0.000490
Epoch 0 iteration 0121/0188: training loss 0.601; learning rate 0.000490
Epoch 0 iteration 0122/0188: training loss 0.600; learning rate 0.000490
Epoch 0 iteration 0123/0188: training loss 0.599; learning rate 0.000490
Epoch 0 iteration 0124/0188: training loss 0.598; learning rate 0.000490
Epoch 0 iteration 0125/0188: training loss 0.596; learning rate 0.000490
Epoch 0 iteration 0126/0188: training loss 0.595; learning rate 0.000490
Epoch 0 iteration 0127/0188: training loss 0.593; learning rate 0.000490
Epoch 0 iteration 0128/0188: training loss 0.592; learning rate 0.000490
Epoch 0 iteration 0129/0188: training loss 0.591; learning rate 0.000490
Epoch 0 iteration 0130/0188: training loss 0.588; learning rate 0.000489
Epoch 0 iteration 0131/0188: training loss 0.588; learning rate 0.000489
Epoch 0 iteration 0132/0188: training loss 0.587; learning rate 0.000489
Epoch 0 iteration 0133/0188: training loss 0.586; learning rate 0.000489
Epoch 0 iteration 0134/0188: training loss 0.585; learning rate 0.000489
Epoch 0 iteration 0135/0188: training loss 0.584; learning rate 0.000489
Epoch 0 iteration 0136/0188: training loss 0.583; learning rate 0.000489
Epoch 0 iteration 0137/0188: training loss 0.581; learning rate 0.000489
Epoch 0 iteration 0138/0188: training loss 0.580; learning rate 0.000489
Epoch 0 iteration 0139/0188: training loss 0.581; learning rate 0.000489
Epoch 0 iteration 0140/0188: training loss 0.579; learning rate 0.000489
Epoch 0 iteration 0141/0188: training loss 0.578; learning rate 0.000489
Epoch 0 iteration 0142/0188: training loss 0.577; learning rate 0.000489
Epoch 0 iteration 0143/0188: training loss 0.576; learning rate 0.000488
Epoch 0 iteration 0144/0188: training loss 0.575; learning rate 0.000488
Epoch 0 iteration 0145/0188: training loss 0.574; learning rate 0.000488
Epoch 0 iteration 0146/0188: training loss 0.573; learning rate 0.000488
Epoch 0 iteration 0147/0188: training loss 0.572; learning rate 0.000488
Epoch 0 iteration 0148/0188: training loss 0.571; learning rate 0.000488
Epoch 0 iteration 0149/0188: training loss 0.569; learning rate 0.000488
Epoch 0 iteration 0150/0188: training loss 0.568; learning rate 0.000488
Epoch 0 iteration 0151/0188: training loss 0.567; learning rate 0.000488
Epoch 0 iteration 0152/0188: training loss 0.566; learning rate 0.000488
Epoch 0 iteration 0153/0188: training loss 0.566; learning rate 0.000488
Epoch 0 iteration 0154/0188: training loss 0.566; learning rate 0.000488
Epoch 0 iteration 0155/0188: training loss 0.565; learning rate 0.000487
Epoch 0 iteration 0156/0188: training loss 0.564; learning rate 0.000487
Epoch 0 iteration 0157/0188: training loss 0.564; learning rate 0.000487
Epoch 0 iteration 0158/0188: training loss 0.562; learning rate 0.000487
Epoch 0 iteration 0159/0188: training loss 0.561; learning rate 0.000487
Epoch 0 iteration 0160/0188: training loss 0.560; learning rate 0.000487
Epoch 0 iteration 0161/0188: training loss 0.560; learning rate 0.000487
Epoch 0 iteration 0162/0188: training loss 0.558; learning rate 0.000487
Epoch 0 iteration 0163/0188: training loss 0.557; learning rate 0.000487
Epoch 0 iteration 0164/0188: training loss 0.556; learning rate 0.000487
Epoch 0 iteration 0165/0188: training loss 0.555; learning rate 0.000487
Epoch 0 iteration 0166/0188: training loss 0.554; learning rate 0.000487
Epoch 0 iteration 0167/0188: training loss 0.554; learning rate 0.000487
Epoch 0 iteration 0168/0188: training loss 0.554; learning rate 0.000486
Epoch 0 iteration 0169/0188: training loss 0.554; learning rate 0.000486
Epoch 0 iteration 0170/0188: training loss 0.553; learning rate 0.000486
Epoch 0 iteration 0171/0188: training loss 0.552; learning rate 0.000486
Epoch 0 iteration 0172/0188: training loss 0.552; learning rate 0.000486
Epoch 0 iteration 0173/0188: training loss 0.551; learning rate 0.000486
Epoch 0 iteration 0174/0188: training loss 0.551; learning rate 0.000486
Epoch 0 iteration 0175/0188: training loss 0.551; learning rate 0.000486
Epoch 0 iteration 0176/0188: training loss 0.549; learning rate 0.000486
Epoch 0 iteration 0177/0188: training loss 0.548; learning rate 0.000486
Epoch 0 iteration 0178/0188: training loss 0.547; learning rate 0.000486
Epoch 0 iteration 0179/0188: training loss 0.546; learning rate 0.000486
Epoch 0 iteration 0180/0188: training loss 0.545; learning rate 0.000485
Epoch 0 iteration 0181/0188: training loss 0.544; learning rate 0.000485
Epoch 0 iteration 0182/0188: training loss 0.544; learning rate 0.000485
Epoch 0 iteration 0183/0188: training loss 0.543; learning rate 0.000485
Epoch 0 iteration 0184/0188: training loss 0.543; learning rate 0.000485
Epoch 0 iteration 0185/0188: training loss 0.543; learning rate 0.000485
Epoch 0 iteration 0186/0188: training loss 0.543; learning rate 0.000485
Epoch 0 validation pixAcc: 0.280, mIoU: 0.113
Epoch 1 iteration 0001/0187: training loss 0.420; learning rate 0.000485
Epoch 1 iteration 0002/0187: training loss 0.378; learning rate 0.000485
Epoch 1 iteration 0003/0187: training loss 0.356; learning rate 0.000485
Epoch 1 iteration 0004/0187: training loss 0.373; learning rate 0.000485
Epoch 1 iteration 0005/0187: training loss 0.368; learning rate 0.000484
Epoch 1 iteration 0006/0187: training loss 0.388; learning rate 0.000484
Epoch 1 iteration 0007/0187: training loss 0.392; learning rate 0.000484
Epoch 1 iteration 0008/0187: training loss 0.392; learning rate 0.000484
Epoch 1 iteration 0009/0187: training loss 0.393; learning rate 0.000484
Epoch 1 iteration 0010/0187: training loss 0.396; learning rate 0.000484
Epoch 1 iteration 0011/0187: training loss 0.391; learning rate 0.000484
Epoch 1 iteration 0012/0187: training loss 0.389; learning rate 0.000484
Epoch 1 iteration 0013/0187: training loss 0.387; learning rate 0.000484
Epoch 1 iteration 0014/0187: training loss 0.394; learning rate 0.000484
Epoch 1 iteration 0015/0187: training loss 0.406; learning rate 0.000484
Epoch 1 iteration 0016/0187: training loss 0.401; learning rate 0.000484
Epoch 1 iteration 0017/0187: training loss 0.392; learning rate 0.000484
Epoch 1 iteration 0018/0187: training loss 0.390; learning rate 0.000483
Epoch 1 iteration 0019/0187: training loss 0.392; learning rate 0.000483
Epoch 1 iteration 0020/0187: training loss 0.395; learning rate 0.000483
Epoch 1 iteration 0021/0187: training loss 0.393; learning rate 0.000483
Epoch 1 iteration 0022/0187: training loss 0.390; learning rate 0.000483
Epoch 1 iteration 0023/0187: training loss 0.389; learning rate 0.000483
Epoch 1 iteration 0024/0187: training loss 0.385; learning rate 0.000483
Epoch 1 iteration 0025/0187: training loss 0.385; learning rate 0.000483
Epoch 1 iteration 0026/0187: training loss 0.396; learning rate 0.000483
Epoch 1 iteration 0027/0187: training loss 0.393; learning rate 0.000483
Epoch 1 iteration 0028/0187: training loss 0.393; learning rate 0.000483
Epoch 1 iteration 0029/0187: training loss 0.392; learning rate 0.000483
Epoch 1 iteration 0030/0187: training loss 0.396; learning rate 0.000482
Epoch 1 iteration 0031/0187: training loss 0.396; learning rate 0.000482
Epoch 1 iteration 0032/0187: training loss 0.397; learning rate 0.000482
Epoch 1 iteration 0033/0187: training loss 0.398; learning rate 0.000482
Epoch 1 iteration 0034/0187: training loss 0.396; learning rate 0.000482
Epoch 1 iteration 0035/0187: training loss 0.394; learning rate 0.000482
Epoch 1 iteration 0036/0187: training loss 0.393; learning rate 0.000482
Epoch 1 iteration 0037/0187: training loss 0.393; learning rate 0.000482
Epoch 1 iteration 0038/0187: training loss 0.394; learning rate 0.000482
Epoch 1 iteration 0039/0187: training loss 0.394; learning rate 0.000482
Epoch 1 iteration 0040/0187: training loss 0.393; learning rate 0.000482
Epoch 1 iteration 0041/0187: training loss 0.395; learning rate 0.000482
Epoch 1 iteration 0042/0187: training loss 0.396; learning rate 0.000482
Epoch 1 iteration 0043/0187: training loss 0.397; learning rate 0.000481
Epoch 1 iteration 0044/0187: training loss 0.395; learning rate 0.000481
Epoch 1 iteration 0045/0187: training loss 0.394; learning rate 0.000481
Epoch 1 iteration 0046/0187: training loss 0.393; learning rate 0.000481
Epoch 1 iteration 0047/0187: training loss 0.395; learning rate 0.000481
Epoch 1 iteration 0048/0187: training loss 0.395; learning rate 0.000481
Epoch 1 iteration 0049/0187: training loss 0.393; learning rate 0.000481
Epoch 1 iteration 0050/0187: training loss 0.394; learning rate 0.000481
Epoch 1 iteration 0051/0187: training loss 0.393; learning rate 0.000481
Epoch 1 iteration 0052/0187: training loss 0.393; learning rate 0.000481
Epoch 1 iteration 0053/0187: training loss 0.394; learning rate 0.000481
Epoch 1 iteration 0054/0187: training loss 0.394; learning rate 0.000481
Epoch 1 iteration 0055/0187: training loss 0.395; learning rate 0.000480
Epoch 1 iteration 0056/0187: training loss 0.395; learning rate 0.000480
Epoch 1 iteration 0057/0187: training loss 0.396; learning rate 0.000480
Epoch 1 iteration 0058/0187: training loss 0.396; learning rate 0.000480
Epoch 1 iteration 0059/0187: training loss 0.396; learning rate 0.000480
Epoch 1 iteration 0060/0187: training loss 0.395; learning rate 0.000480
Epoch 1 iteration 0061/0187: training loss 0.395; learning rate 0.000480
Epoch 1 iteration 0062/0187: training loss 0.394; learning rate 0.000480
Epoch 1 iteration 0063/0187: training loss 0.393; learning rate 0.000480
Epoch 1 iteration 0064/0187: training loss 0.394; learning rate 0.000480
Epoch 1 iteration 0065/0187: training loss 0.397; learning rate 0.000480
Epoch 1 iteration 0066/0187: training loss 0.397; learning rate 0.000480
Epoch 1 iteration 0067/0187: training loss 0.398; learning rate 0.000479
Epoch 1 iteration 0068/0187: training loss 0.397; learning rate 0.000479
Epoch 1 iteration 0069/0187: training loss 0.398; learning rate 0.000479
Epoch 1 iteration 0070/0187: training loss 0.399; learning rate 0.000479
Epoch 1 iteration 0071/0187: training loss 0.399; learning rate 0.000479
Epoch 1 iteration 0072/0187: training loss 0.400; learning rate 0.000479
Epoch 1 iteration 0073/0187: training loss 0.399; learning rate 0.000479
Epoch 1 iteration 0074/0187: training loss 0.398; learning rate 0.000479
Epoch 1 iteration 0075/0187: training loss 0.397; learning rate 0.000479
Epoch 1 iteration 0076/0187: training loss 0.397; learning rate 0.000479
Epoch 1 iteration 0077/0187: training loss 0.396; learning rate 0.000479
Epoch 1 iteration 0078/0187: training loss 0.395; learning rate 0.000479
Epoch 1 iteration 0079/0187: training loss 0.394; learning rate 0.000479
Epoch 1 iteration 0080/0187: training loss 0.394; learning rate 0.000478
Epoch 1 iteration 0081/0187: training loss 0.394; learning rate 0.000478
Epoch 1 iteration 0082/0187: training loss 0.394; learning rate 0.000478
Epoch 1 iteration 0083/0187: training loss 0.394; learning rate 0.000478
Epoch 1 iteration 0084/0187: training loss 0.393; learning rate 0.000478
Epoch 1 iteration 0085/0187: training loss 0.392; learning rate 0.000478
Epoch 1 iteration 0086/0187: training loss 0.391; learning rate 0.000478
Epoch 1 iteration 0087/0187: training loss 0.392; learning rate 0.000478
Epoch 1 iteration 0088/0187: training loss 0.391; learning rate 0.000478
Epoch 1 iteration 0089/0187: training loss 0.391; learning rate 0.000478
Epoch 1 iteration 0090/0187: training loss 0.390; learning rate 0.000478
Epoch 1 iteration 0091/0187: training loss 0.390; learning rate 0.000478
Epoch 1 iteration 0092/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0093/0187: training loss 0.390; learning rate 0.000477
Epoch 1 iteration 0094/0187: training loss 0.390; learning rate 0.000477
Epoch 1 iteration 0095/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0096/0187: training loss 0.393; learning rate 0.000477
Epoch 1 iteration 0097/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0098/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0099/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0100/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0101/0187: training loss 0.392; learning rate 0.000477
Epoch 1 iteration 0102/0187: training loss 0.391; learning rate 0.000477
Epoch 1 iteration 0103/0187: training loss 0.390; learning rate 0.000477
Epoch 1 iteration 0104/0187: training loss 0.390; learning rate 0.000477
Epoch 1 iteration 0105/0187: training loss 0.390; learning rate 0.000476
Epoch 1 iteration 0106/0187: training loss 0.389; learning rate 0.000476
Epoch 1 iteration 0107/0187: training loss 0.389; learning rate 0.000476
Epoch 1 iteration 0108/0187: training loss 0.388; learning rate 0.000476
Epoch 1 iteration 0109/0187: training loss 0.387; learning rate 0.000476
Epoch 1 iteration 0110/0187: training loss 0.386; learning rate 0.000476
Epoch 1 iteration 0111/0187: training loss 0.386; learning rate 0.000476
Epoch 1 iteration 0112/0187: training loss 0.386; learning rate 0.000476
Epoch 1 iteration 0113/0187: training loss 0.385; learning rate 0.000476
Epoch 1 iteration 0114/0187: training loss 0.385; learning rate 0.000476
Epoch 1 iteration 0115/0187: training loss 0.385; learning rate 0.000476
Epoch 1 iteration 0116/0187: training loss 0.384; learning rate 0.000476
Epoch 1 iteration 0117/0187: training loss 0.383; learning rate 0.000475
Epoch 1 iteration 0118/0187: training loss 0.384; learning rate 0.000475
Epoch 1 iteration 0119/0187: training loss 0.384; learning rate 0.000475
Epoch 1 iteration 0120/0187: training loss 0.384; learning rate 0.000475
Epoch 1 iteration 0121/0187: training loss 0.383; learning rate 0.000475
Epoch 1 iteration 0122/0187: training loss 0.382; learning rate 0.000475
Epoch 1 iteration 0123/0187: training loss 0.383; learning rate 0.000475
Epoch 1 iteration 0124/0187: training loss 0.382; learning rate 0.000475
Epoch 1 iteration 0125/0187: training loss 0.382; learning rate 0.000475
Epoch 1 iteration 0126/0187: training loss 0.381; learning rate 0.000475
Epoch 1 iteration 0127/0187: training loss 0.381; learning rate 0.000475
Epoch 1 iteration 0128/0187: training loss 0.381; learning rate 0.000475
Epoch 1 iteration 0129/0187: training loss 0.380; learning rate 0.000474
Epoch 1 iteration 0130/0187: training loss 0.381; learning rate 0.000474
Epoch 1 iteration 0131/0187: training loss 0.380; learning rate 0.000474
Epoch 1 iteration 0132/0187: training loss 0.379; learning rate 0.000474
Epoch 1 iteration 0133/0187: training loss 0.379; learning rate 0.000474
Epoch 1 iteration 0134/0187: training loss 0.378; learning rate 0.000474
Epoch 1 iteration 0135/0187: training loss 0.378; learning rate 0.000474
Epoch 1 iteration 0136/0187: training loss 0.378; learning rate 0.000474
Epoch 1 iteration 0137/0187: training loss 0.377; learning rate 0.000474
Epoch 1 iteration 0138/0187: training loss 0.377; learning rate 0.000474
Epoch 1 iteration 0139/0187: training loss 0.376; learning rate 0.000474
Epoch 1 iteration 0140/0187: training loss 0.376; learning rate 0.000474
Epoch 1 iteration 0141/0187: training loss 0.375; learning rate 0.000474
Epoch 1 iteration 0142/0187: training loss 0.374; learning rate 0.000473
Epoch 1 iteration 0143/0187: training loss 0.374; learning rate 0.000473
Epoch 1 iteration 0144/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0145/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0146/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0147/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0148/0187: training loss 0.372; learning rate 0.000473
Epoch 1 iteration 0149/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0150/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0151/0187: training loss 0.374; learning rate 0.000473
Epoch 1 iteration 0152/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0153/0187: training loss 0.373; learning rate 0.000473
Epoch 1 iteration 0154/0187: training loss 0.372; learning rate 0.000472
Epoch 1 iteration 0155/0187: training loss 0.372; learning rate 0.000472
Epoch 1 iteration 0156/0187: training loss 0.372; learning rate 0.000472
Epoch 1 iteration 0157/0187: training loss 0.371; learning rate 0.000472
Epoch 1 iteration 0158/0187: training loss 0.372; learning rate 0.000472
Epoch 1 iteration 0159/0187: training loss 0.371; learning rate 0.000472
Epoch 1 iteration 0160/0187: training loss 0.371; learning rate 0.000472
Epoch 1 iteration 0161/0187: training loss 0.371; learning rate 0.000472
Epoch 1 iteration 0162/0187: training loss 0.370; learning rate 0.000472
Epoch 1 iteration 0163/0187: training loss 0.370; learning rate 0.000472
Epoch 1 iteration 0164/0187: training loss 0.370; learning rate 0.000472
Epoch 1 iteration 0165/0187: training loss 0.370; learning rate 0.000472
Epoch 1 iteration 0166/0187: training loss 0.369; learning rate 0.000472
Epoch 1 iteration 0167/0187: training loss 0.369; learning rate 0.000471
Epoch 1 iteration 0168/0187: training loss 0.369; learning rate 0.000471
Epoch 1 iteration 0169/0187: training loss 0.369; learning rate 0.000471
Epoch 1 iteration 0170/0187: training loss 0.368; learning rate 0.000471
Epoch 1 iteration 0171/0187: training loss 0.368; learning rate 0.000471
Epoch 1 iteration 0172/0187: training loss 0.368; learning rate 0.000471
Epoch 1 iteration 0173/0187: training loss 0.369; learning rate 0.000471
Epoch 1 iteration 0174/0187: training loss 0.369; learning rate 0.000471
Epoch 1 iteration 0175/0187: training loss 0.369; learning rate 0.000471
Epoch 1 iteration 0176/0187: training loss 0.368; learning rate 0.000471
Epoch 1 iteration 0177/0187: training loss 0.368; learning rate 0.000471
Epoch 1 iteration 0178/0187: training loss 0.367; learning rate 0.000471
Epoch 1 iteration 0179/0187: training loss 0.366; learning rate 0.000470
Epoch 1 iteration 0180/0187: training loss 0.366; learning rate 0.000470
Epoch 1 iteration 0181/0187: training loss 0.366; learning rate 0.000470
Epoch 1 iteration 0182/0187: training loss 0.365; learning rate 0.000470
Epoch 1 iteration 0183/0187: training loss 0.366; learning rate 0.000470
Epoch 1 iteration 0184/0187: training loss 0.366; learning rate 0.000470
Epoch 1 iteration 0185/0187: training loss 0.366; learning rate 0.000470
Epoch 1 iteration 0186/0187: training loss 0.365; learning rate 0.000470
Epoch 1 iteration 0187/0187: training loss 0.366; learning rate 0.000470
Epoch 1 validation pixAcc: 0.303, mIoU: 0.152
Epoch 2 iteration 0001/0187: training loss 0.382; learning rate 0.000470
